pressure_extend,pressure_retract,position,velocity,pressure_diff,fault_any
5.81,279.81,-0.001,0.003,-274.0,1
3.02,281.47,-0.0018,-0.0045,-278.45000000000005,1
3.47,280.46,-0.0012,0.0073,-276.98999999999995,1
5.07,279.41,-0.0005,-0.0161,-274.34000000000003,1
4.59,279.73,0.0007,0.0141,-275.14000000000004,1
6.66,279.66,0.0001,0.0092,-273.0,1
4.86,278.6,-0.0016,0.0017,-273.74,1
7.06,280.39,0.0017,0.0074,-273.33,1
4.99,278.92,0.0004,-0.0154,-273.93,1
4.4,280.25,0.0023,-0.002,-275.85,1
2.86,279.1,-0.0006,0.022,-276.24,1
3.74,278.74,-0.0012,-0.0008,-275.0,1
3.85,278.48,-0.0001,-0.0017,-274.63,1
6.27,281.47,-0.0003,-0.01,-275.20000000000005,1
6.01,277.26,-0.0004,0.0062,-271.25,1
4.78,279.08,0.0001,0.0216,-274.3,1
4.81,280.15,0.001,-0.0086,-275.34,1
6.17,279.95,-0.0004,0.0034,-273.78,1
2.58,279.71,0.0006,-0.0016,-277.13,1
6.03,280.6,-0.0014,-0.0145,-274.57000000000005,1
4.94,281.25,-0.0008,0.0085,-276.31,1
4.45,279.45,0.0008,-0.0039,-275.0,1
5.65,280.0,0.0014,0.0056,-274.35,1
4.22,280.69,-0.0001,0.0047,-276.47,1
4.76,280.5,0.0009,-0.0047,-275.74,1
5.08,278.58,-0.0008,-0.0018,-273.5,1
6.97,279.8,-0.0009,-0.0175,-272.83,1
5.16,280.73,0.0019,0.0348,-275.57,1
5.56,279.55,0.0007,0.0075,-273.99,1
5.42,279.95,0.0008,-0.0037,-274.53,1
4.28,280.39,-0.0004,-0.0041,-276.11,1
6.01,279.8,-0.001,-0.0044,-273.79,1
5.27,279.85,-0.0005,-0.0073,-274.58000000000004,1
5.33,281.25,0.0011,0.0142,-275.92,1
5.78,278.25,0.0006,-0.0089,-272.47,1
5.24,279.25,0.0002,0.0071,-274.01,1
4.49,282.23,-0.0024,0.0127,-277.74,1
3.21,278.81,0.0017,0.0122,-275.6,1
4.59,281.19,-0.0006,0.0099,-276.6,1
4.91,278.53,0.0011,0.0075,-273.61999999999995,1
5.03,279.29,-0.0006,0.016,-274.26000000000005,1
6.55,280.5,-0.0006,0.0007,-273.95,1
4.91,278.95,0.0013,0.0005,-274.04,1
5.52,279.81,-0.0013,-0.0079,-274.29,1
5.68,281.4,-0.0011,0.0007,-275.72,1
4.46,280.36,-0.0006,0.0138,-275.90000000000003,1
5.1,280.23,-0.0004,-0.0119,-275.13,1
5.48,280.03,-0.0005,-0.0228,-274.54999999999995,1
4.23,280.22,0.0012,0.0053,-275.99,1
4.31,281.16,0.0005,-0.0165,-276.85,1
3.99,278.03,-0.0012,0.0108,-274.04,1
6.12,280.25,0.0012,0.0208,-274.13,1
3.82,278.94,-0.0018,0.0042,-275.12,1
4.18,279.18,-0.001,-0.0058,-275.0,1
5.18,281.3,-0.0013,0.0048,-276.12,1
4.42,279.82,0.0029,-0.0001,-275.4,1
3.43,278.65,0.0012,-0.0112,-275.22,1
4.89,280.94,0.0009,-0.0136,-276.05,1
4.59,279.54,-0.0002,0.0122,-274.95000000000005,1
5.91,281.16,-0.0015,0.0031,-275.25,1
3.52,280.79,0.0016,0.0,-277.27000000000004,1
5.75,278.9,0.0,0.0022,-273.15,1
5.43,279.28,-0.0007,0.0027,-273.85,1
4.87,280.4,-0.0002,-0.0097,-275.53,1
3.65,280.74,0.0004,0.0165,-277.09000000000003,1
4.6,279.39,0.0009,-0.0128,-274.79,1
4.23,280.04,0.0002,0.0123,-275.81,1
4.47,279.54,0.0003,-0.0051,-275.07,1
4.05,279.46,-0.0008,-0.0211,-275.41,1
5.17,281.16,-0.0006,0.0131,-275.99,1
5.19,277.21,0.0019,-0.0035,-272.02,1
5.15,279.74,0.0001,0.0123,-274.59000000000003,1
4.06,279.29,-0.0012,-0.004,-275.23,1
4.78,280.24,-0.0008,0.0112,-275.46000000000004,1
5.95,278.96,0.0008,0.01,-273.01,1
4.57,280.06,0.001,-0.0047,-275.49,1
4.4,280.04,-0.0005,-0.0071,-275.64000000000004,1
4.82,280.57,0.0015,-0.0049,-275.75,1
6.14,280.71,-0.0004,-0.0125,-274.57,1
6.16,279.97,0.0002,0.0065,-273.81,1
3.95,281.84,-0.0007,-0.0079,-277.89,1
2.46,281.07,-0.0007,-0.0074,-278.61,1
5.75,280.31,0.0023,-0.0014,-274.56,1
4.7,281.36,0.0006,0.0104,-276.66,1
5.01,279.23,-0.0008,-0.0199,-274.22,1
5.03,281.45,0.0002,0.0043,-276.42,1
4.94,278.11,0.0002,0.0062,-273.17,1
6.26,279.72,-0.0011,-0.0015,-273.46000000000004,1
5.05,279.1,-0.0002,0.0074,-274.05,1
5.27,280.53,0.0001,0.0004,-275.26,1
4.2,279.94,0.0002,-0.0119,-275.74,1
6.2,280.13,0.0016,-0.0069,-273.93,1
4.44,280.13,0.0001,-0.0078,-275.69,1
3.49,280.04,-0.0003,-0.0033,-276.55,1
5.41,279.95,-0.0003,0.0043,-274.54,1
7.19,279.74,0.002,-0.0009,-272.55,1
7.29,280.44,0.0016,0.015,-273.15,1
4.51,279.52,-0.0008,0.0065,-275.01,1
5.29,281.75,0.0004,-0.0061,-276.46,1
5.69,280.82,-0.0015,-0.0065,-275.13,1
6.56,280.0,0.0001,0.0048,-273.44,1
5.29,281.12,0.0008,-0.0002,-275.83,1
6.0,281.51,-0.0026,-0.005,-275.51,1
6.4,282.46,-0.0014,-0.0053,-276.06,1
5.02,280.21,0.0015,-0.0152,-275.19,1
4.88,280.75,-0.0007,-0.0047,-275.87,1
4.29,279.31,-0.0007,-0.0039,-275.02,1
4.08,281.11,0.0002,-0.0044,-277.03000000000003,1
4.11,279.57,0.0002,0.0102,-275.46,1
4.74,280.69,-0.0003,-0.0207,-275.95,1
5.59,278.37,0.0007,0.0079,-272.78000000000003,1
4.61,280.68,-0.0015,0.0271,-276.07,1
5.93,279.07,-0.0002,0.0134,-273.14,1
4.48,280.21,-0.0003,0.0229,-275.73,1
4.45,278.61,-0.0004,-0.0077,-274.16,1
3.76,279.35,0.0008,-0.0003,-275.59000000000003,1
5.05,282.15,-0.0007,-0.0108,-277.1,1
4.51,280.18,0.0001,0.0034,-275.67,1
4.19,279.17,0.0002,-0.0077,-274.98,1
4.02,280.37,-0.0009,0.0059,-276.35,1
6.45,279.46,0.0004,-0.001,-273.01,1
6.51,281.45,0.0005,0.0036,-274.94,1
6.33,279.05,-0.0016,-0.0029,-272.72,1
5.38,281.02,-0.001,-0.003,-275.64,1
5.58,280.52,-0.0007,-0.0048,-274.94,1
4.89,279.06,-0.0015,0.0011,-274.17,1
4.33,281.13,0.0004,-0.0011,-276.8,1
3.75,278.36,-0.0004,-0.0106,-274.61,1
2.78,279.4,0.0013,0.0016,-276.62,1
3.53,279.94,0.0001,0.0009,-276.41,1
3.71,280.26,0.0003,0.014,-276.55,1
5.65,279.69,0.0002,0.0055,-274.04,1
5.52,280.18,-0.0019,-0.0083,-274.66,1
3.42,280.21,0.0006,0.0119,-276.79,1
5.33,280.7,0.0005,-0.008,-275.37,1
5.71,278.47,0.002,0.0002,-272.76000000000005,1
3.66,280.76,0.0009,-0.0146,-277.1,1
6.04,279.77,0.0007,0.0025,-273.73,1
6.29,280.61,0.0008,-0.0194,-274.32,1
5.38,280.54,0.0012,0.0036,-275.16,1
5.22,282.5,-0.0001,0.0107,-277.28,1
5.35,279.86,0.0007,0.0006,-274.51,1
3.46,279.74,-0.0012,0.0039,-276.28000000000003,1
5.01,279.54,-0.0008,0.0015,-274.53000000000003,1
4.43,278.98,0.0002,0.0235,-274.55,1
3.36,280.27,-0.0009,0.0026,-276.91,1
4.5,279.58,0.0011,0.02,-275.08,1
4.8,280.29,0.0012,-0.0073,-275.49,1
5.29,279.26,0.0005,-0.0139,-273.97,1
4.24,281.37,0.0005,0.0162,-277.13,1
6.26,279.45,0.0005,-0.0092,-273.19,1
3.58,279.84,-0.001,-0.0154,-276.26,1
5.6,280.64,-0.0008,-0.0151,-275.04,1
4.27,279.37,-0.0022,-0.0034,-275.1,1
5.35,280.21,-0.0004,-0.0036,-274.86,1
7.83,279.6,0.0005,-0.0061,-271.77000000000004,1
3.1,280.87,-0.0027,0.003,-277.77,1
4.49,280.26,-0.001,-0.0036,-275.77,1
6.17,281.52,-0.0009,0.0041,-275.35,1
4.44,282.28,-0.0027,0.0144,-277.84,1
3.9,281.76,-0.0024,0.0065,-277.86,1
5.35,279.4,0.0014,0.012,-274.04999999999995,1
5.81,280.08,-0.0001,-0.0001,-274.27,1
4.88,280.61,0.0012,-0.0096,-275.73,1
4.05,279.55,-0.0004,-0.0101,-275.5,1
4.3,279.34,-0.001,0.005,-275.04,1
4.95,280.52,-0.002,0.0005,-275.57,1
4.19,280.1,-0.0006,0.0007,-275.91,1
4.19,279.95,-0.0013,-0.0045,-275.76,1
4.39,280.15,0.0006,0.0016,-275.76,1
4.56,281.05,-0.0001,0.0249,-276.49,1
5.83,278.63,-0.0011,-0.0113,-272.8,1
1.65,280.12,0.004,-0.0258,-278.47,1
5.93,278.51,0.0014,-0.0022,-272.58,1
7.26,280.53,-0.001,0.0238,-273.27,1
3.8,281.09,0.0009,0.0046,-277.29,1
4.77,279.7,0.0005,-0.0133,-274.93,1
5.27,279.54,0.0008,-0.0141,-274.27000000000004,1
3.66,281.01,0.0013,-0.0136,-277.35,1
4.2,281.68,-0.0004,-0.0021,-277.48,1
6.94,279.53,-0.0004,0.0024,-272.59,1
5.59,279.6,0.0,0.0068,-274.01000000000005,1
5.38,279.2,-0.0001,-0.0103,-273.82,1
3.21,279.14,-0.0005,-0.0103,-275.93,1
2.47,279.89,-0.0004,0.0087,-277.42,1
2.89,281.7,-0.0013,-0.0079,-278.81,1
5.45,280.24,0.0001,-0.0081,-274.79,1
4.71,279.64,0.0026,0.0129,-274.93,1
2.99,279.7,-0.0014,-0.0001,-276.71,1
5.18,279.25,0.0006,-0.0077,-274.07,1
5.25,279.02,-0.0003,0.01,-273.77,1
4.91,279.64,0.0002,-0.0008,-274.73,1
6.04,280.39,0.0004,0.0003,-274.35,1
4.29,280.39,-0.0005,0.0029,-276.1,1
5.54,281.23,0.0023,-0.0042,-275.69,1
4.64,281.52,0.0,-0.008,-276.88,1
5.1,281.08,0.0002,-0.011,-275.98,1
5.58,279.08,0.0024,-0.0042,-273.5,1
5.95,280.23,-0.0025,0.0038,-274.28000000000003,1
6.72,280.53,0.0015,0.0042,-273.80999999999995,1
7.09,279.7,0.0001,-0.0079,-272.61,1
5.03,279.39,0.001,-0.0015,-274.36,1
4.56,278.17,0.0002,0.0077,-273.61,1
4.22,281.29,-0.0001,0.0039,-277.07,1
5.05,280.63,-0.0001,0.008,-275.58,1
7.53,279.42,0.0008,-0.0104,-271.89000000000004,1
4.64,281.18,-0.0017,-0.0086,-276.54,1
5.08,280.49,-0.0008,-0.0172,-275.41,1
4.26,279.45,0.0013,0.0142,-275.19,1
4.86,279.39,0.0002,-0.0067,-274.53,1
5.19,279.01,-0.0002,0.0047,-273.82,1
6.25,280.83,0.0003,0.0044,-274.58,1
3.69,278.32,0.0002,-0.005,-274.63,1
6.91,279.39,-0.0016,-0.0136,-272.48,1
4.81,280.91,-0.0019,-0.0082,-276.1,1
4.86,280.33,0.001,-0.004,-275.47,1
4.22,281.04,-0.0002,0.005,-276.82,1
2.31,280.25,-0.0004,0.009,-277.94,1
6.99,281.3,0.0009,0.0117,-274.31,1
5.08,279.21,-0.0002,-0.0121,-274.13,1
7.43,279.75,-0.0002,-0.0065,-272.32,1
5.25,280.57,-0.0008,0.0071,-275.32,1
3.44,278.49,0.0011,-0.0111,-275.05,1
4.71,281.41,0.0008,-0.0001,-276.70000000000005,1
4.43,279.21,0.001,0.0028,-274.78,1
5.73,280.71,-0.0009,-0.002,-274.98,1
4.13,281.19,0.0003,0.0025,-277.06,1
5.33,279.69,0.0007,0.0032,-274.36,1
5.91,277.55,0.0008,-0.0092,-271.64,1
5.07,280.8,0.0015,0.0088,-275.73,1
5.37,280.16,-0.0026,0.0102,-274.79,1
7.31,280.08,-0.0009,0.0044,-272.77,1
4.87,280.69,-0.0012,0.0201,-275.82,1
3.87,279.49,0.0012,0.0028,-275.62,1
4.87,279.67,0.001,0.0067,-274.8,1
4.58,277.86,0.0006,-0.0131,-273.28000000000003,1
5.11,280.61,0.0008,0.0036,-275.5,1
5.07,280.31,-0.0003,-0.0221,-275.24,1
5.2,278.87,-0.0003,-0.0059,-273.67,1
4.97,279.91,-0.0009,0.0015,-274.94,1
5.85,280.06,0.0001,-0.0037,-274.21,1
6.84,278.39,-0.0002,0.0102,-271.55,1
4.91,280.35,-0.0009,-0.0141,-275.44,1
5.94,279.75,-0.0006,-0.0003,-273.81,1
4.48,279.21,-0.0008,0.0054,-274.73,1
6.59,279.16,0.0012,0.0032,-272.57000000000005,1
4.1,279.59,0.0,0.0024,-275.48999999999995,1
5.42,281.59,0.0004,-0.0043,-276.17,1
4.2,281.42,-0.0004,-0.0054,-277.22,1
6.13,280.57,0.0005,0.0005,-274.44,1
4.58,277.69,0.0007,-0.0027,-273.11,1
3.05,280.97,-0.0004,-0.0027,-277.92,1
4.87,282.05,0.0002,0.0113,-277.18,1
6.24,281.32,0.0005,0.0025,-275.08,1
5.8,280.66,-0.0008,0.0024,-274.86,1
3.36,278.28,-0.0007,-0.0129,-274.92,1
7.43,280.21,-0.0022,-0.0144,-272.78,1
6.52,278.93,-0.0002,0.0022,-272.41,1
5.2,280.29,-0.0012,-0.0015,-275.09000000000003,1
6.58,278.76,0.0008,-0.02,-272.18,1
4.51,279.2,0.0001,-0.0028,-274.69,1
3.56,279.86,0.0012,-0.0115,-276.3,1
5.63,280.13,-0.0007,0.0145,-274.5,1
4.56,281.42,-0.0001,-0.0058,-276.86,1
4.52,279.47,-0.0002,0.0081,-274.95000000000005,1
3.25,277.46,-0.002,-0.0066,-274.21,1
6.46,279.11,0.0005,0.0022,-272.65000000000003,1
4.98,279.01,-0.0001,-0.0173,-274.03,1
5.75,280.42,0.0003,0.0272,-274.67,1
4.95,278.63,0.0025,-0.0056,-273.68,1
244.2,5.43,0.7449,74.4681,238.77,1
245.93,4.84,1.1996,0.0096,241.09,1
245.92,4.88,1.1992,-0.0174,241.04,1
245.39,5.41,1.1994,0.0068,239.98,1
245.53,5.03,1.2005,0.0258,240.5,1
245.71,5.8,1.1992,0.0023,239.91,1
245.83,6.01,1.2012,0.0076,239.82,1
245.25,4.72,1.1995,0.008,240.53,1
244.86,5.79,1.1987,0.0024,239.07,1
243.37,5.03,1.2005,0.0004,238.34,1
244.41,4.25,1.2007,-0.0042,240.16,1
245.22,6.87,1.2012,-0.0011,238.35,1
242.49,7.12,1.2005,0.0077,235.37,1
245.44,4.9,1.1998,-0.0118,240.54,1
244.99,6.5,1.2003,-0.0126,238.49,1
244.84,5.34,1.1994,-0.0139,239.5,1
243.82,5.09,1.1991,-0.0027,238.73,1
244.95,5.15,1.1997,-0.0043,239.8,1
244.06,4.71,1.2002,0.0187,239.35,1
245.76,4.08,1.2,0.0027,241.68,1
245.15,4.08,1.1982,-0.0051,241.07,1
245.88,6.08,1.2011,-0.0073,239.8,1
244.92,5.37,1.2012,-0.0045,239.55,1
245.32,6.09,1.2012,0.0036,239.23,1
244.23,5.53,1.1991,-0.0076,238.7,1
246.82,5.88,1.1984,0.0052,240.94,1
245.72,4.6,1.2005,0.006,241.12,1
244.22,5.28,1.1991,-0.0033,238.94,1
244.72,6.72,1.1983,-0.0141,238.0,1
244.05,5.05,1.2001,0.0101,239.0,1
244.7,5.35,1.1999,0.0063,239.35,1
246.42,5.16,1.1987,-0.005,241.26,1
243.66,4.38,1.2008,-0.0123,239.28,1
245.62,7.19,1.1997,-0.0021,238.43,1
243.76,5.91,1.1998,0.0011,237.85,1
244.39,5.19,1.1991,0.0017,239.2,1
244.99,4.66,1.2,-0.0048,240.33,1
245.07,3.93,1.2008,-0.0054,241.14,1
245.03,5.86,1.2,-0.01,239.17,1
245.25,6.46,1.1994,0.0171,238.79,1
243.69,3.25,1.1994,0.0044,240.44,1
244.31,5.06,1.1988,-0.0041,239.25,1
245.76,4.35,1.2004,0.0187,241.41,1
245.58,5.15,1.201,0.0258,240.43,1
247.83,5.75,1.1996,-0.0034,242.08,1
244.43,4.97,1.2007,0.016,239.46,1
243.82,3.92,1.2007,-0.0016,239.9,1
244.93,3.47,1.1996,0.0128,241.46,1
244.8,5.22,1.2024,0.0037,239.58,1
246.38,2.55,1.2011,0.0084,243.83,1
244.25,5.57,1.1995,-0.011,238.68,1
245.49,5.65,1.1997,0.002,239.84,1
244.85,6.86,1.2007,-0.0026,237.99,1
244.35,4.74,1.1994,-0.0016,239.61,1
245.91,4.26,1.199,0.0066,241.65,1
245.86,5.6,1.2004,0.0057,240.26,1
244.56,3.54,1.1995,-0.0036,241.02,1
243.61,7.36,1.2014,0.0028,236.25,1
246.28,5.8,1.1997,-0.0259,240.48,1
246.64,3.36,1.1988,-0.0144,243.28,1
243.77,5.41,1.1992,0.012,238.36,1
244.17,4.1,1.2002,-0.0044,240.07,1
244.47,3.43,1.2001,-0.021,241.04,1
242.97,4.64,1.2003,0.0105,238.33,1
244.92,4.82,1.2,-0.0037,240.1,1
244.16,5.13,1.1994,-0.0002,239.03,1
246.21,2.92,1.2017,-0.0206,243.29,1
246.58,6.23,1.1998,-0.0001,240.35,1
244.03,4.49,1.1993,0.0012,239.54,1
244.62,5.79,1.1995,0.0059,238.83,1
244.85,4.7,1.201,0.0068,240.15,1
244.38,5.88,1.1994,0.013,238.5,1
244.61,3.73,1.2008,-0.0152,240.88,1
246.08,5.29,1.2019,-0.0127,240.79,1
246.19,5.0,1.2005,-0.0008,241.19,1
244.87,5.12,1.1984,0.0077,239.75,1
245.65,5.68,1.2006,0.01,239.97,1
246.19,4.97,1.2003,-0.012,241.22,1
244.17,3.83,1.1997,0.0173,240.34,1
243.8,4.63,1.1985,-0.0008,239.17,1
245.19,5.54,1.2011,0.0018,239.65,1
246.35,4.5,1.1995,-0.0037,241.85,1
244.42,3.55,1.2015,-0.0065,240.87,1
245.43,3.83,1.2001,-0.0083,241.6,1
244.08,4.79,1.1998,0.0137,239.29,1
245.7,6.11,1.198,0.0024,239.59,1
245.58,6.23,1.2,0.0123,239.35,1
244.39,5.79,1.199,-0.0079,238.6,1
245.47,4.4,1.2008,0.0117,241.07,1
246.17,5.62,1.1987,0.0022,240.55,1
245.04,5.82,1.1991,-0.0056,239.22,1
244.06,4.74,1.2004,0.0043,239.32,1
244.94,6.87,1.1995,-0.004,238.07,1
246.02,5.86,1.1991,0.0039,240.16,1
247.97,5.37,1.2009,-0.0049,242.6,1
246.44,5.28,1.1998,0.0235,241.16,1
245.52,5.79,1.2001,-0.0072,239.73,1
246.63,5.59,1.201,-0.0033,241.04,1
244.07,5.54,1.2005,-0.0147,238.53,1
245.22,4.49,1.2008,-0.0057,240.73,1
246.53,5.35,1.199,-0.0057,241.18,1
243.45,4.97,1.198,-0.0095,238.48,1
246.21,2.26,1.1992,0.0102,243.95,1
244.58,5.19,1.2,-0.0044,239.39,1
244.12,5.31,1.2,0.0016,238.81,1
244.55,5.54,1.1992,0.0127,239.01,1
245.11,5.34,1.199,0.016,239.77,1
244.74,6.37,1.1988,-0.0012,238.37,1
245.75,4.58,1.2005,-0.0141,241.17,1
245.4,6.11,1.199,0.0023,239.29,1
245.15,4.59,1.1997,0.0028,240.56,1
245.42,3.81,1.1992,0.0049,241.61,1
243.16,4.52,1.2008,-0.0177,238.64,1
244.84,7.34,1.1986,-0.0063,237.5,1
244.72,4.38,1.2003,0.0134,240.34,1
245.68,5.64,1.2012,0.0023,240.04,1
245.44,4.73,1.2015,0.0067,240.71,1
246.62,4.68,1.2008,-0.0021,241.94,1
245.04,3.46,1.2008,0.0185,241.58,1
243.89,6.26,1.1997,0.0104,237.63,1
244.83,4.15,1.1989,-0.0146,240.68,1
244.98,6.64,1.201,0.0003,238.34,1
243.75,6.04,1.1996,-0.0118,237.71,1
244.88,4.87,1.1992,0.0064,240.01,1
245.81,4.06,1.1996,0.0039,241.75,1
245.16,3.55,1.1985,-0.0152,241.61,1
244.26,4.53,1.2002,0.0115,239.73,1
246.34,5.34,1.1989,0.0097,241.0,1
246.04,5.11,1.2009,-0.0007,240.93,1
245.15,4.78,1.1999,-0.0025,240.37,1
243.72,7.55,1.2004,0.0006,236.17,1
244.86,5.48,1.1979,0.0019,239.38,1
245.33,3.98,1.201,-0.0077,241.35,1
243.16,6.53,1.1995,0.0023,236.63,1
245.81,6.69,1.1996,0.004,239.12,1
245.76,6.28,1.2004,-0.0145,239.48,1
246.24,5.93,1.2002,-0.0011,240.31,1
245.62,4.86,1.2002,-0.0051,240.76,1
245.1,4.54,1.2003,-0.0092,240.56,1
244.19,5.44,1.1998,0.0012,238.75,1
245.03,3.8,1.2005,0.0041,241.23,1
244.4,4.89,1.2021,-0.013,239.51,1
244.18,5.6,1.1988,0.0177,238.58,1
244.05,3.76,1.2012,0.0019,240.29,1
246.09,4.83,1.1983,-0.012,241.26,1
243.66,5.3,1.1997,-0.0032,238.36,1
245.93,4.08,1.1994,0.0078,241.85,1
245.33,6.11,1.2001,-0.002,239.22,1
244.99,5.01,1.1977,-0.0123,239.98,1
244.81,5.74,1.2002,0.0026,239.07,1
245.0,4.94,1.2027,0.0204,240.06,1
243.65,5.91,1.2009,0.002,237.74,1
244.64,4.47,1.2006,0.0097,240.17,1
243.96,5.07,1.1992,-0.0071,238.89,1
244.76,6.02,1.2006,-0.001,238.74,1
243.08,4.43,1.1976,0.0049,238.65,1
245.45,6.31,1.1999,-0.011,239.14,1
244.13,4.68,1.1997,-0.0066,239.45,1
244.69,3.57,1.2005,-0.0064,241.12,1
245.68,6.97,1.1994,-0.0029,238.71,1
244.91,4.88,1.2005,0.0031,240.03,1
245.23,3.55,1.2001,-0.0051,241.68,1
244.1,4.18,1.2005,-0.001,239.92,1
243.39,5.0,1.2001,-0.0086,238.39,1
244.91,3.33,1.2005,0.0079,241.58,1
245.53,5.63,1.2002,-0.0099,239.9,1
245.73,6.39,1.1999,-0.0038,239.34,1
243.94,6.37,1.2002,0.0086,237.57,1
244.67,4.76,1.1996,-0.0033,239.91,1
246.08,5.18,1.2011,-0.0247,240.9,1
244.85,5.09,1.2003,-0.0035,239.76,1
243.49,3.16,1.1996,-0.0113,240.33,1
242.17,3.91,1.1979,-0.0057,238.26,1
245.83,5.41,1.1999,-0.0104,240.42,1
245.1,6.18,1.1992,0.0005,238.92,1
244.53,4.08,1.1989,0.0168,240.45,1
245.56,5.48,1.1996,0.0049,240.08,1
244.15,6.79,1.1994,0.0138,237.36,1
245.36,5.72,1.1994,0.0193,239.64,1
245.1,4.94,1.1999,-0.0083,240.16,1
243.78,4.46,1.202,0.0013,239.32,1
245.29,4.2,1.1997,0.0029,241.09,1
245.16,4.64,1.1999,0.0039,240.52,1
246.11,5.89,1.2,-0.0147,240.22000000000003,1
245.68,5.95,1.2014,-0.0033,239.73,1
244.33,4.48,1.2009,-0.0044,239.85,1
244.87,3.77,1.2,0.0017,241.1,1
245.1,7.09,1.2002,-0.0019,238.01,1
244.24,5.08,1.1989,0.0014,239.16,1
243.47,5.24,1.2005,-0.0018,238.23,1
244.62,5.35,1.2014,-0.003,239.27,1
244.62,4.83,1.2014,-0.0006,239.79,1
247.28,2.89,1.2,-0.0112,244.39,1
243.67,6.77,1.1997,-0.0107,236.9,1
245.2,6.32,1.1996,-0.0013,238.88,1
245.64,5.52,1.1994,0.002,240.12,1
243.53,5.62,1.2001,0.0044,237.91,1
244.57,5.1,1.1998,0.0082,239.47,1
244.13,7.03,1.1986,-0.0143,237.1,1
245.64,5.78,1.1996,-0.006,239.86,1
245.76,5.96,1.1994,0.0086,239.8,1
245.34,4.48,1.2,0.0099,240.86,1
244.75,6.33,1.198,0.0134,238.42,1
245.03,4.81,1.1993,0.0158,240.22,1
244.77,7.11,1.2012,0.0015,237.66,1
244.75,5.66,1.2005,0.0111,239.09,1
244.9,5.53,1.2004,-0.0018,239.37,1
244.74,4.8,1.2,-0.0019,239.94,1
247.36,5.94,1.2006,-0.0002,241.42,1
244.48,5.24,1.1982,0.007,239.24,1
245.86,4.45,1.2001,-0.0166,241.41000000000005,1
246.26,5.07,1.199,0.0021,241.19,1
244.77,4.03,1.2011,0.0043,240.74,1
243.76,3.29,1.1992,-0.0032,240.47,1
246.78,6.05,1.1993,0.002,240.73,1
245.57,4.26,1.2004,-0.0028,241.31,1
245.15,4.7,1.1996,0.0029,240.45,1
244.85,4.22,1.2003,0.0051,240.63,1
245.24,4.51,1.1991,0.0026,240.73,1
245.29,2.97,1.2011,-0.0027,242.32,1
245.57,5.14,1.1999,0.0139,240.43,1
243.24,3.2,1.2009,0.0014,240.04,1
246.71,4.47,1.1998,-0.0007,242.24,1
244.91,5.38,1.2002,0.0007,239.53,1
245.12,4.26,1.2001,0.0141,240.86,1
244.24,4.83,1.2021,-0.0073,239.41,1
243.85,4.84,1.2009,-0.0131,239.01,1
247.42,3.37,1.1998,-0.0008,244.05,1
243.85,3.93,1.1992,0.0022,239.92,1
245.6,4.24,1.198,-0.0053,241.36,1
246.44,4.97,1.1991,0.0035,241.47,1
244.69,5.75,1.1986,0.0015,238.94,1
244.98,3.63,1.2017,0.0158,241.35,1
243.28,3.31,1.2008,-0.0077,239.97,1
246.13,4.64,1.1982,-0.0196,241.49,1
245.2,7.94,1.2008,-0.0105,237.26,1
245.64,4.49,1.1991,-0.0074,241.15,1
244.61,4.73,1.1997,0.0027,239.88,1
243.97,4.36,1.1996,0.0075,239.61,1
246.11,5.85,1.1994,-0.0019,240.26,1
245.96,2.17,1.1988,0.0033,243.79,1
244.65,5.58,1.1989,0.0011,239.07,1
244.9,5.06,1.1989,-0.0236,239.84,1
243.58,5.48,1.2007,0.001,238.1,1
244.01,5.43,1.1993,0.0104,238.58,1
244.35,7.01,1.1971,-0.0066,237.34,1
244.6,4.1,1.2004,-0.0009,240.5,1
244.41,5.99,1.2007,-0.0051,238.42,1
243.37,6.03,1.199,0.0005,237.34,1
246.83,4.15,1.1983,0.0041,242.68,1
245.57,6.16,1.1996,-0.011,239.41,1
244.32,5.71,1.2002,-0.014,238.61,1
246.95,7.21,1.1992,-0.001,239.74,1
245.94,4.69,1.2,-0.0085,241.25,1
245.09,6.44,1.1983,-0.0128,238.65,1
245.5,5.64,1.2011,-0.0036,239.86,1
244.72,5.33,1.2001,-0.0013,239.39,1
244.63,4.6,1.1981,-0.0005,240.03,1
246.44,4.62,1.1997,-0.0105,241.82,1
244.46,6.64,1.1984,0.0066,237.82,1
245.21,4.98,1.2012,0.0,240.23,1
244.93,3.85,1.2009,-0.0038,241.08,1
245.19,3.17,1.2001,0.0071,242.02,1
245.88,4.02,1.1977,0.0008,241.86,1
242.86,7.35,1.2021,-0.0052,235.51,1
246.83,6.88,1.2024,0.0056,239.95,1
244.87,4.6,1.2001,-0.0038,240.27,1
244.61,5.36,1.2033,0.0105,239.25,1
244.39,4.84,1.2006,-0.0098,239.55,1
245.89,4.53,1.2002,-0.0146,241.36,1
245.57,5.51,1.2008,-0.0023,240.06,1
246.17,3.74,1.2006,0.0084,242.43,1
244.21,3.47,1.1994,-0.0152,240.74,1
244.64,3.13,1.2004,-0.0094,241.51,1
244.85,3.64,1.2004,-0.0008,241.21,1
245.43,3.9,1.2003,-0.0153,241.53,1
244.08,7.52,1.2002,0.0086,236.56,1
245.45,3.22,1.2008,-0.005,242.23,1
244.23,4.54,1.1995,0.0048,239.69,1
243.6,2.44,1.1987,-0.0043,241.16,1
244.65,5.18,1.2012,-0.0016,239.47,1
